Image_File_Path,Breed,Label,Split
data\dog images\Rottweiler\image_422.jpg,Rottweiler,3,train
data\dog images\Pug\image_163.jpg,Pug,2,train
data\dog images\Dalmatian\image_143.jpg,Dalmatian,0,train
data\dog images\Pug\image_110.jpg,Pug,2,train
data\dog images\Pug\image_203.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_21.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_55.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_205.jpg,Dalmatian,0,train
data\dog images\Pug\image_109.jpg,Pug,2,train
data\dog images\Dalmatian\image_421.jpg,Dalmatian,0,train
data\dog images\Pug\image_454.jpg,Pug,2,train
data\dog images\Dalmatian\image_479.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_356.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_208.jpg,Dalmatian,0,train
data\dog images\Pug\image_42.jpg,Pug,2,train
data\dog images\Pug\image_254.jpg,Pug,2,train
data\dog images\Rottweiler\image_216.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_293.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_485.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_471.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_148.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_108.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_169.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_159.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_150.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_298.jpg,Rottweiler,3,train
data\dog images\Pug\image_120.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_122.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_143.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_244.jpg,Rottweiler,3,train
data\dog images\Pug\image_246.jpg,Pug,2,train
data\dog images\Dalmatian\image_427.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_47.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_262.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_447.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_365.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_380.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_317.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_252.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_114.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_259.jpg,Golden Retriever,1,train
data\dog images\Pug\image_162.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_351.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_230.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_149.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_117.jpg,Rottweiler,3,train
data\dog images\Pug\image_200.jpg,Pug,2,train
data\dog images\Dalmatian\image_34.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_148.jpg,Rottweiler,3,train
data\dog images\Pug\image_66.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_393.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_46.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_218.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_4.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_100.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_404.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_67.jpg,Dalmatian,0,train
data\dog images\Pug\image_194.jpg,Pug,2,train
data\dog images\Rottweiler\image_207.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_195.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_448.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_394.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_482.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_104.jpg,Rottweiler,3,train
data\dog images\Pug\image_40.jpg,Pug,2,train
data\dog images\Dalmatian\image_434.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_481.jpg,Golden Retriever,1,train
data\dog images\Pug\image_463.jpg,Pug,2,train
data\dog images\Dalmatian\image_417.jpg,Dalmatian,0,train
data\dog images\Pug\image_266.jpg,Pug,2,train
data\dog images\Dalmatian\image_374.jpg,Dalmatian,0,train
data\dog images\Pug\image_332.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_197.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_392.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_488.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_443.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_180.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_6.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_153.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_204.jpg,Rottweiler,3,train
data\dog images\Pug\image_115.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_301.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_391.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_323.jpg,Rottweiler,3,train
data\dog images\Pug\image_144.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_109.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_162.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_175.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_216.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_201.jpg,Rottweiler,3,train
data\dog images\Pug\image_263.jpg,Pug,2,train
data\dog images\Rottweiler\image_374.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_264.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_406.jpg,Golden Retriever,1,train
data\dog images\Pug\image_395.jpg,Pug,2,train
data\dog images\Rottweiler\image_279.jpg,Rottweiler,3,train
data\dog images\Pug\image_456.jpg,Pug,2,train
data\dog images\Rottweiler\image_257.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_114.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_20.jpg,Golden Retriever,1,train
data\dog images\Pug\image_70.jpg,Pug,2,train
data\dog images\Dalmatian\image_409.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_219.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_338.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_465.jpg,Rottweiler,3,train
data\dog images\Pug\image_462.jpg,Pug,2,train
data\dog images\Pug\image_86.jpg,Pug,2,train
data\dog images\Dalmatian\image_113.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_421.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_232.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_244.jpg,Golden Retriever,1,train
data\dog images\Pug\image_214.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_66.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_269.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_256.jpg,Dalmatian,0,train
data\dog images\Pug\image_107.jpg,Pug,2,train
data\dog images\Dalmatian\image_416.jpg,Dalmatian,0,train
data\dog images\Pug\image_237.jpg,Pug,2,train
data\dog images\Pug\image_210.jpg,Pug,2,train
data\dog images\Dalmatian\image_405.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_68.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_433.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_498.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_414.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_365.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_31.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_7.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_203.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_391.jpg,Rottweiler,3,train
data\dog images\Pug\image_41.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_127.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_311.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_425.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_370.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_207.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_338.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_250.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_312.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_253.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_200.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_12.jpg,Rottweiler,3,train
data\dog images\Pug\image_341.jpg,Pug,2,train
data\dog images\Pug\image_322.jpg,Pug,2,train
data\dog images\Dalmatian\image_396.jpg,Dalmatian,0,train
data\dog images\Pug\image_396.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_86.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_434.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_231.jpg,Dalmatian,0,train
data\dog images\Pug\image_421.jpg,Pug,2,train
data\dog images\Pug\image_288.jpg,Pug,2,train
data\dog images\Rottweiler\image_330.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_182.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_398.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_290.jpg,Rottweiler,3,train
data\dog images\Pug\image_80.jpg,Pug,2,train
data\dog images\Dalmatian\image_285.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_246.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_221.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_338.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_69.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_45.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_211.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_109.jpg,Dalmatian,0,train
data\dog images\Pug\image_179.jpg,Pug,2,train
data\dog images\Dalmatian\image_177.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_483.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_327.jpg,Rottweiler,3,train
data\dog images\Pug\image_302.jpg,Pug,2,train
data\dog images\Rottweiler\image_232.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_437.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_71.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_404.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_271.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_238.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_83.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_56.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_236.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_172.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_126.jpg,Rottweiler,3,train
data\dog images\Pug\image_313.jpg,Pug,2,train
data\dog images\Rottweiler\image_220.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_136.jpg,Golden Retriever,1,train
data\dog images\Pug\image_260.jpg,Pug,2,train
data\dog images\Pug\image_285.jpg,Pug,2,train
data\dog images\Pug\image_160.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_151.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_425.jpg,Dalmatian,0,train
data\dog images\Pug\image_442.jpg,Pug,2,train
data\dog images\Dalmatian\image_117.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_366.jpg,Dalmatian,0,train
data\dog images\Pug\image_2.jpg,Pug,2,train
data\dog images\Pug\image_204.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_288.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_431.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_32.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_432.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_461.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_10.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_212.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_136.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_1.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_126.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_370.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_95.jpg,Dalmatian,0,train
data\dog images\Pug\image_379.jpg,Pug,2,train
data\dog images\Dalmatian\image_453.jpg,Dalmatian,0,train
data\dog images\Pug\image_391.jpg,Pug,2,train
data\dog images\Pug\image_491.jpg,Pug,2,train
data\dog images\Dalmatian\image_217.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_464.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_254.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_187.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_266.jpg,Golden Retriever,1,train
data\dog images\Pug\image_173.jpg,Pug,2,train
data\dog images\Dalmatian\image_216.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_146.jpg,Dalmatian,0,train
data\dog images\Pug\image_423.jpg,Pug,2,train
data\dog images\Pug\image_378.jpg,Pug,2,train
data\dog images\Pug\image_213.jpg,Pug,2,train
data\dog images\Pug\image_392.jpg,Pug,2,train
data\dog images\Pug\image_230.jpg,Pug,2,train
data\dog images\Pug\image_88.jpg,Pug,2,train
data\dog images\Rottweiler\image_31.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_351.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_248.jpg,Dalmatian,0,train
data\dog images\Pug\image_125.jpg,Pug,2,train
data\dog images\Rottweiler\image_291.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_309.jpg,Golden Retriever,1,train
data\dog images\Pug\image_22.jpg,Pug,2,train
data\dog images\Pug\image_272.jpg,Pug,2,train
data\dog images\Rottweiler\image_273.jpg,Rottweiler,3,train
data\dog images\Pug\image_420.jpg,Pug,2,train
data\dog images\Rottweiler\image_434.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_100.jpg,Rottweiler,3,train
data\dog images\Pug\image_244.jpg,Pug,2,train
data\dog images\Rottweiler\image_358.jpg,Rottweiler,3,train
data\dog images\Pug\image_477.jpg,Pug,2,train
data\dog images\Pug\image_207.jpg,Pug,2,train
data\dog images\Pug\image_146.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_199.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_42.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_13.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_492.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_345.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_28.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_260.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_189.jpg,Golden Retriever,1,train
data\dog images\Pug\image_443.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_472.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_30.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_106.jpg,Golden Retriever,1,train
data\dog images\Pug\image_177.jpg,Pug,2,train
data\dog images\Pug\image_186.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_70.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_433.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_280.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_197.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_165.jpg,Rottweiler,3,train
data\dog images\Pug\image_117.jpg,Pug,2,train
data\dog images\Dalmatian\image_387.jpg,Dalmatian,0,train
data\dog images\Pug\image_43.jpg,Pug,2,train
data\dog images\Rottweiler\image_363.jpg,Rottweiler,3,train
data\dog images\Pug\image_401.jpg,Pug,2,train
data\dog images\Dalmatian\image_485.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_71.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_20.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_353.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_28.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_198.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_294.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_155.jpg,Golden Retriever,1,train
data\dog images\Pug\image_63.jpg,Pug,2,train
data\dog images\Dalmatian\image_134.jpg,Dalmatian,0,train
data\dog images\Pug\image_289.jpg,Pug,2,train
data\dog images\Rottweiler\image_234.jpg,Rottweiler,3,train
data\dog images\Pug\image_494.jpg,Pug,2,train
data\dog images\Pug\image_143.jpg,Pug,2,train
data\dog images\Dalmatian\image_468.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_241.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_450.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_43.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_27.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_72.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_321.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_68.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_392.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_455.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_310.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_138.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_279.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_313.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_286.jpg,Golden Retriever,1,train
data\dog images\Pug\image_277.jpg,Pug,2,train
data\dog images\Rottweiler\image_494.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_113.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_19.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_154.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_291.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_229.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_174.jpg,Dalmatian,0,train
data\dog images\Pug\image_489.jpg,Pug,2,train
data\dog images\Pug\image_221.jpg,Pug,2,train
data\dog images\Dalmatian\image_353.jpg,Dalmatian,0,train
data\dog images\Pug\image_18.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_119.jpg,Golden Retriever,1,train
data\dog images\Pug\image_310.jpg,Pug,2,train
data\dog images\Rottweiler\image_68.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_371.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_3.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_272.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_196.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_80.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_156.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_138.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_82.jpg,Rottweiler,3,train
data\dog images\Pug\image_364.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_146.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_48.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_467.jpg,Golden Retriever,1,train
data\dog images\Pug\image_475.jpg,Pug,2,train
data\dog images\Dalmatian\image_136.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_22.jpg,Rottweiler,3,train
data\dog images\Pug\image_383.jpg,Pug,2,train
data\dog images\Rottweiler\image_228.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_130.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_367.jpg,Golden Retriever,1,train
data\dog images\Pug\image_478.jpg,Pug,2,train
data\dog images\Dalmatian\image_172.jpg,Dalmatian,0,train
data\dog images\Pug\image_485.jpg,Pug,2,train
data\dog images\Dalmatian\image_441.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_92.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_106.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_58.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_325.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_195.jpg,Dalmatian,0,train
data\dog images\Pug\image_167.jpg,Pug,2,train
data\dog images\Rottweiler\image_42.jpg,Rottweiler,3,train
data\dog images\Pug\image_224.jpg,Pug,2,train
data\dog images\Dalmatian\image_91.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_139.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_478.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_117.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_315.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_128.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_157.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_169.jpg,Rottweiler,3,train
data\dog images\Pug\image_405.jpg,Pug,2,train
data\dog images\Pug\image_323.jpg,Pug,2,train
data\dog images\Dalmatian\image_199.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_479.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_124.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_313.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_103.jpg,Golden Retriever,1,train
data\dog images\Pug\image_14.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_373.jpg,Golden Retriever,1,train
data\dog images\Pug\image_327.jpg,Pug,2,train
data\dog images\Dalmatian\image_141.jpg,Dalmatian,0,train
data\dog images\Pug\image_412.jpg,Pug,2,train
data\dog images\Pug\image_452.jpg,Pug,2,train
data\dog images\Pug\image_79.jpg,Pug,2,train
data\dog images\Dalmatian\image_351.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_134.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_368.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_238.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_94.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_355.jpg,Dalmatian,0,train
data\dog images\Pug\image_123.jpg,Pug,2,train
data\dog images\Dalmatian\image_142.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_48.jpg,Golden Retriever,1,train
data\dog images\Pug\image_297.jpg,Pug,2,train
data\dog images\Rottweiler\image_368.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_205.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_137.jpg,Golden Retriever,1,train
data\dog images\Pug\image_82.jpg,Pug,2,train
data\dog images\Dalmatian\image_418.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_369.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_76.jpg,Golden Retriever,1,train
data\dog images\Pug\image_303.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_422.jpg,Golden Retriever,1,train
data\dog images\Pug\image_9.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_486.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_266.jpg,Dalmatian,0,train
data\dog images\Pug\image_232.jpg,Pug,2,train
data\dog images\Dalmatian\image_288.jpg,Dalmatian,0,train
data\dog images\Pug\image_360.jpg,Pug,2,train
data\dog images\Pug\image_44.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_113.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_36.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_229.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_203.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_40.jpg,Dalmatian,0,train
data\dog images\Pug\image_352.jpg,Pug,2,train
data\dog images\Pug\image_241.jpg,Pug,2,train
data\dog images\Rottweiler\image_410.jpg,Rottweiler,3,train
data\dog images\Pug\image_446.jpg,Pug,2,train
data\dog images\Dalmatian\image_116.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_425.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_278.jpg,Golden Retriever,1,train
data\dog images\Pug\image_180.jpg,Pug,2,train
data\dog images\Dalmatian\image_86.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_168.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_224.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_37.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_369.jpg,Golden Retriever,1,train
data\dog images\Pug\image_91.jpg,Pug,2,train
data\dog images\Rottweiler\image_268.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_427.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_435.jpg,Rottweiler,3,train
data\dog images\Pug\image_216.jpg,Pug,2,train
data\dog images\Dalmatian\image_306.jpg,Dalmatian,0,train
data\dog images\Pug\image_469.jpg,Pug,2,train
data\dog images\Rottweiler\image_53.jpg,Rottweiler,3,train
data\dog images\Pug\image_197.jpg,Pug,2,train
data\dog images\Pug\image_307.jpg,Pug,2,train
data\dog images\Dalmatian\image_403.jpg,Dalmatian,0,train
data\dog images\Pug\image_348.jpg,Pug,2,train
data\dog images\Pug\image_196.jpg,Pug,2,train
data\dog images\Rottweiler\image_394.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_193.jpg,Golden Retriever,1,train
data\dog images\Pug\image_368.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_316.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_249.jpg,Dalmatian,0,train
data\dog images\Pug\image_206.jpg,Pug,2,train
data\dog images\Dalmatian\image_200.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_115.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_471.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_275.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_250.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_99.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_159.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_447.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_428.jpg,Rottweiler,3,train
data\dog images\Pug\image_97.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_144.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_473.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_472.jpg,Rottweiler,3,train
data\dog images\Pug\image_251.jpg,Pug,2,train
data\dog images\Dalmatian\image_354.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_135.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_491.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_27.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_407.jpg,Golden Retriever,1,train
data\dog images\Pug\image_343.jpg,Pug,2,train
data\dog images\Dalmatian\image_179.jpg,Dalmatian,0,train
data\dog images\Pug\image_73.jpg,Pug,2,train
data\dog images\Dalmatian\image_228.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_492.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_221.jpg,Dalmatian,0,train
